# Drift explanation generated 2026-01-30T14:12:07.034450
# Source drift file: /Users/andnie01/repo/pers/kli-translation-pipeline_principles-of-faith/russian/pipeline2/analysis/chapters/drift_report_chapter14_back_4_end_of_chapter_activities_vs_chapter14_back_4_end_of_chapter_activities.csv
"id","similarity","translation_quality","meaning_change","type","summary","source","back_translation"
"561","0.9107","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same intent and logical relationship as the original, simply substituting 'insights' with 'thoughts' without altering the overall meaning.","- Share insights in pairs or small groups.","- Share thoughts in pairs or small groups."
"563","0.8456","LOW","no","paraphrase","Both paragraphs convey the same core idea of concluding with a prayer that empowers participants to act confidently within their designated authority, using slightly different wording without altering the underlying meaning.","- Close with a group prayer commissioning participants to walk confidently in their areas of authority.","- Conclude with a corporate prayer, blessing participants to walk confidently in their spheres of authority."
"564","0.8996","MEDIUM","no","paraphrase","The back-translation maintains the same conceptual focus on the role of angels in spiritual authority, with only minor changes in wording ('Activity' to 'Assignment' and 'thematic' to 'topical') that do not alter the overall meaning.","### Activity 3: Understanding the Role of Angels in Spiritual Authority (Thematic Bible Study)","### Assignment 3: Understanding the Role of Angels in Spiritual Authority (topical Bible study)"
"567","0.873","MEDIUM","no","paraphrase","The phrases 'Scripture Study' and 'Study of Scripture' convey the same concept without any change in doctrinal meaning, logical relationship, or intent.","1.  **Scripture Study:**","1.  **Study of Scripture:**"
"569","0.8961","MEDIUM","no","paraphrase","The back-translation maintains the same conceptual meaning as the original, simply using different wording without altering the intent or doctrinal content regarding the list of scriptures about angels.","2.  **Expanded List of Angel Scriptures:**","2.  **Extended list of Scriptures about angels:**"
"587","0.8715","MEDIUM","no","paraphrase","The back-translation maintains the same core message as the original, simply using a different word ('Be Watchful' instead of 'Keep Watch') without altering the overall intent or meaning.","## Chapter 14 - Keep Watch","## Chapter 14 - Be Watchful"
"589","0.6801","CRITICAL","no","paraphrase","The terms 'Purpose' and 'Goal' are synonymous in this context, and the translation does not alter the doctrinal meaning, logical relationship, or intent of the original.","#### Purpose:","#### Goal:"
"593","0.8504","MEDIUM","yes","doctrinal","The original uses the term 'Temporary,' while the back-translation uses 'Temporal,' which can imply a different nuance in theological discussions about time and existence. 'Temporary' suggests a more transient nature, while 'Temporal' can refer to worldly or earthly matters, potentially altering the doctrinal implications.","- Write “Temporary” and “Eternal” on a whiteboard or large paper.","- Write «Temporal» and «Eternal» on the board or on a large sheet of paper."
"601","0.9155","MEDIUM","no","paraphrase","The back-translated paragraph maintains the same conceptual meaning as the original, simply using 'Session' instead of 'Activity' without altering the theological or doctrinal implications.","### Activity 2: The Parable of the Ten Virgins (Bible Study and Reflection)","### Session 2: The Parable of the Ten Virgins (Bible study and reflection)"
"602","0.7148","CRITICAL","no","paraphrase","The terms 'Purpose' and 'Objective' are synonymous in this context, indicating that the translation maintains the same intent without altering the underlying meaning.","#### Purpose:","#### Objective:"
"603","0.9175","MEDIUM","no","paraphrase","Both paragraphs convey the same idea of examining the parable of the ten virgins in relation to spiritual preparedness or readiness, without altering the core meaning or intent.","Dive deeper into the parable of the ten virgins to explore spiritual preparedness.","To delve into the parable of the ten virgins to explore spiritual readiness."
"614","0.8309","LOW","no","paraphrase","Both paragraphs convey the same core message of praying together for the Holy Spirit's guidance and empowerment, with no significant changes in meaning.","- Pray as a group for the Holy Spirit’s guidance and empowerment.","- Pray together for the guidance and strengthening power of the Holy Spirit."
